Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
1869,Senior Data Analyst,"$44,000.00","$82,000.00",3.40,"Home Point Financial
3.4",Farmers Branch, TX,"Ann Arbor, MI",1001 to 5000 employees,2015,Company - Private,Lending,Finance, / Non-Applicable,FALSE
1199,Data Reporting Analyst,"$41,000.00","$78,000.00",3.90,"Mondo
3.9",Feasterville Trevose, PA,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
474,Data Analyst,"$41,000.00","$78,000.00",4.10,"VSE, Inc.
4.1",Feasterville Trevose, PA,"Langhorne, PA",1 to 50 employees,,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),FALSE
322,Data Analyst,"$51,000.00","$87,000.00",3.60,"Asembia
3.6",Florham Park, NJ,"Florham Park, NJ",501 to 1000 employees,2004,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),FALSE
2029,Reporting Data Analyst,"$98,000.00","$1,14,000.00",3.20,"The Bank of New York Mellon
3.2",Florham Park, NJ,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
2161,Senior Specialist Reporting Data Analyst,"$98,000.00","$1,14,000.00",3.20,"The Bank of New York Mellon
3.2",Florham Park, NJ,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
2162,Senior Specialist Reporting Data Analyst,"$48,000.00","$96,000.00",3.20,"BNY Mellon
3.2",Florham Park, NJ,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
950,Data Analyst,"$98,000.00","$1,14,000.00",4.00,"Reliable Software Resources
4.0",Florham Park, NJ,"Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1287,Data Warehouse Analyst,"$49,000.00","$1,12,000.00",3.10,"AXSEUM Inc
3.1",Fort Eustis, VA,"Alexandria, VA",51 to 200 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
336,Data Analyst,"$43,000.00","$76,000.00",3.30,"Cross River Bank
3.3",Fort Lee, NJ,"Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),FALSE
91,BI Data Analyst,"$54,000.00","$75,000.00",2.90,"Nesco Resource, LLC
2.9",Fort Mill, SC,"Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
741,Data Analyst,"$53,000.00","$99,000.00",4.10,"Collabera
4.1",Fort Mill, SC,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
610,Data Analyst,"$54,000.00","$75,000.00",2.00,"AccessOne
2.0",Fort Mill, SC,"Fort Mill, SC",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),FALSE
251,Configuration Data Analyst,"$73,000.00","$89,000.00",,Cherokee Federal,Fort Sam Houston, TX,"Rusk, TX",1 to 50 employees,,Nonprofit Organization,Banks & Credit Unions,Finance, / Non-Applicable,FALSE
1486,Junior Data Analyst,"$41,000.00","$78,000.00",3.20,"Revantage Corporate Services
3.2",Fort Washington, PA,"Chicago, IL",201 to 500 employees,2017,Company - Private,Real Estate,Real Estate, / Non-Applicable,FALSE
982,Data Analyst,"$50,000.00","$86,000.00",3.30,"Textron
3.3",Fort Worth, TX,"Providence, RI",10000+ employees,1923,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
2192,Systems and Data Analyst,"$50,000.00","$86,000.00",3.80,"Lockheed Martin
3.8",Fort Worth, TX,"Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
983,Data Analyst,"$50,000.00","$86,000.00",3.90,"Bell Helicopter
3.9",Fort Worth, TX,"Fort Worth, TX",5001 to 10000 employees,1935,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),FALSE
828,Data Analyst,"$50,000.00","$86,000.00",5.00,"Company Confidenital
5.0",Fort Worth, TX,"Tulsa, OK",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1594,Medical Data Analyst,"$50,000.00","$86,000.00",3.80,"CornerStone Staffing
3.8",Fort Worth, TX,"Grand Prairie, TX",51 to 200 employees,1991,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
2059,Senior Data Analyst,"$50,000.00","$86,000.00",2.90,"GM Financial
2.9",Fort Worth, TX,"Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,$5 to $10 billion (USD),FALSE
3,Data Analyst,"$35,000.00","$67,000.00",4.80,"System Soft Technologies
4.8",Fort Worth, TX,"Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
5,Data Analyst,"$35,000.00","$67,000.00",4.80,"System Soft Technologies
4.8",Fort Worth, TX,"Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
585,Data Analyst,"$50,000.00","$86,000.00",,Thinkfind Corporation,Fort Worth, TX,"Richardson, TX",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
730,Data Analyst,"$35,000.00","$67,000.00",4.20,"Prudent Technologies & Consulting
4.2",Fort Worth, TX,"Dallas, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
1205,Data Reporting Analyst,"$50,000.00","$86,000.00",3.10,"E Business International
3.1",Fort Worth, TX,"Princeton, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
1292,Financial Data Analyst,"$35,000.00","$67,000.00",1.70,"SUNSET LOGISTICS, INC
1.7",Fort Worth, TX,"Fort Worth, TX",51 to 200 employees,,Company - Private,Transportation Management,Transportation & Logistics,$25 to $50 million (USD),FALSE
141,Business Analyst,"$35,000.00","$67,000.00",,smlogics,Fort Worth, TX,,,,,,,,FALSE
140,Business Analyst,"$35,000.00","$67,000.00",,SM LOgics Inc,Fort Worth, TX,"Carrollton, TX",,,Company - Public,,, / Non-Applicable,FALSE
1429,HR Data Analyst,"$50,000.00","$86,000.00",4.60,"Reef Systems
4.6",Fort Worth, TX,"Cary, NC",1 to 50 employees,,Company - Public,,,$1 to $5 million (USD),FALSE
142,Business Analyst,"$47,000.00","$74,000.00",3.80,"Epikso Inc
3.8",Foster City, CA,"Pleasant Hill, CA",51 to 200 employees,2015,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
96,BI Data Analyst,"$65,000.00","$1,20,000.00",4.10,"LeadStack, Inc.
4.1",Foster City, CA,"San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
268,CSV Data Validation Analyst,"$82,000.00","$1,16,000.00",3.90,"Netpace, Inc.
3.9",Foster City, CA,"San Ramon, CA",51 to 200 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),FALSE
643,Data Analyst,"$93,000.00","$1,59,000.00",4.10,"LeadStack
4.1",Foster City, CA,"San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1225,Data Science Analyst,"$82,000.00","$1,16,000.00",3.90,"Netpace, Inc
3.9",Foster City, CA,"San Ramon, CA",51 to 200 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),FALSE
1357,Finance Data Analyst,"$82,000.00","$1,16,000.00",3.00,"Qualys
3.0",Foster City, CA,"Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),FALSE
1740,Sales Data Analyst,"$46,000.00","$86,000.00",3.00,"Qualys
3.0",Foster City, CA,"Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),FALSE
736,Data Analyst,"$47,000.00","$74,000.00",3.10,"I.T. Solutions, Inc.
3.1",Foster City, CA,"Monmouth Junction, NJ",201 to 500 employees,,Other Organization,IT Services,Information Technology, / Non-Applicable,FALSE
1126,Data Integrity Analyst,"$46,000.00","$86,000.00",3.10,"I.T. Solutions, Inc.
3.1",Foster City, CA,"Monmouth Junction, NJ",201 to 500 employees,,Other Organization,IT Services,Information Technology, / Non-Applicable,FALSE
1220,Data Science Analyst,"$27,000.00","$52,000.00",4.60,"VIVA USA INC
4.6",Franklin Lakes, NJ,"Rolling Meadows, IL",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
2100,Senior Data Analyst,"$48,000.00","$96,000.00",3.80,"TekniSMart Solutions
3.8",Franklin Lakes, NJ,"Plano, TX",1 to 50 employees,,Contract,,, / Non-Applicable,FALSE
883,Data Analyst,"$63,000.00","$1,16,000.00",3.20,"Infotech Sourcing
3.2",Fremont, CA,"Edison, NJ",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),FALSE
927,Data Analyst,"$69,000.00","$1,27,000.00",3.20,"Milestone Technologies Inc.
3.2",Fremont, CA,"Fremont, CA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
537,Data Analyst,"$1,10,000.00","$1,90,000.00",3.40,"Tesla Motors
3.4",Fremont, CA,"Palo Alto, CA",10000+ employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
1427,HR Data Analyst,"$58,000.00","$93,000.00",,Balance Staffing- Roseville,Fremont, CA,,,,,,,,FALSE
931,Data Analyst,"$51,000.00","$93,000.00",4.40,"MentorX Corp.
4.4",Fremont, CA,"Irvine, CA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
367,Data Analyst,"$30,000.00","$54,000.00",4.30,"University of Florida
4.3",Gainesville, FL,"Gainesville, FL",10000+ employees,1853,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),FALSE
1448,IT Data Analyst,"$30,000.00","$54,000.00",3.30,"Shands Jacksonville
3.3",Gainesville, FL,"Jacksonville, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
366,Data Analyst,"$30,000.00","$54,000.00",5.00,"Staffigo Technical Services, LLC
5.0",Gainesville, FL,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
822,Data Analyst,"$30,000.00","$54,000.00",5.00,"Staffigo Technical Services, LLC
5.0",Gainesville, FL,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
907,Data Analyst,"$30,000.00","$54,000.00",5.00,"Staffigo Technical Services, LLC
5.0",Gainesville, FL,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1480,Junior Data Analyst,"$30,000.00","$54,000.00",5.00,"Staffigo Technical Services, LLC
5.0",Gainesville, FL,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
83,Automotive Data Analyst,"$30,000.00","$54,000.00",3.10,"AvMed Health Plans
3.1",Gainesville, FL,"Gainesville, FL",501 to 1000 employees,1996,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),FALSE
1794,Senior Clinical Data Analyst,"$1,13,000.00","$1,32,000.00",3.40,"Providence Health & Services
3.4",Gardena, CA,"Renton, WA",10000+ employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
1666,Product Data Analyst,"$55,000.00","$1,03,000.00",3.30,"Ruggable
3.3",Gardena, CA,"Los Angeles, CA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1440,Information Security Data Analyst,"$43,000.00","$94,000.00",3.60,"ICST, LLC
3.6",Glendale, AZ,"South Portland, ME",501 to 1000 employees,1996,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1072,Data Center Services Analyst,"$53,000.00","$94,000.00",3.40,"Alaska USA
3.4",Glendale, AZ,"Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),FALSE
1454,IT Data Analyst,"$43,000.00","$94,000.00",3.70,"CSAA Insurance Group
3.7",Glendale, AZ,"Walnut Creek, CA",1001 to 5000 employees,1914,Company - Private,Insurance Carriers,Insurance, / Non-Applicable,FALSE
1073,Data Center Services Analyst,"$53,000.00","$94,000.00",,AlaskaUSA Mortgage Company,Glendale, AZ,,,,,,,,FALSE
2226,Transportation Data Analyst,"$43,000.00","$94,000.00",,Desert Choice Transport,Glendale, AZ,,,,,,,,FALSE
379,Data Analyst,"$55,000.00","$1,03,000.00",5.00,"Dot818
5.0",Glendale, CA,"Glendale, CA",1 to 50 employees,2011,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
1189,Data Quality Analyst,"$65,000.00","$81,000.00",3.50,"Genuent
3.5",Glendale, CA,"Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1831,Senior Data Analyst,"$65,000.00","$81,000.00",4.70,"DISQO
4.7",Glendale, CA,"Glendale, CA",51 to 200 employees,2014,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
1471,Junior Data Analyst,"$42,000.00","$66,000.00",4.00,"Prime MSO, LLC.
4.0",Glendale, CA,"Dayton, OH",1 to 50 employees,,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),FALSE
389,Data Analyst,"$37,000.00","$70,000.00",3.70,"iSpace, Inc
3.7",Glendale, CA,"El Segundo, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),FALSE
32,Advance Data Analyst,"$37,000.00","$70,000.00",3.70,"Human Good
3.7",Glendale, CA,"Vancouver, Canada",1 to 50 employees,,Company - Private,TV Broadcast & Cable Networks,Media, / Non-Applicable,FALSE
265,Credit Data Analyst,"$65,000.00","$81,000.00",,Dot 818,Glendale, CA,,,,,,,,FALSE
1674,Product Data Analyst,"$65,000.00","$81,000.00",,Clear Technology Consulting,Glendale, CA,,,,,,,,FALSE
1347,ERP Data Analyst,"$97,000.00","$1,29,000.00",3.20,"Signode
3.2",Glenview, IL,"Glenview, IL",5001 to 10000 employees,1913,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
527,Data Analyst,"$41,000.00","$86,000.00",3.00,"AustinCSI
3.0",Grapevine, TX,"Plano, TX",51 to 200 employees,2007,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
532,Data Analyst,"$41,000.00","$86,000.00",4.20,"Prudent Technologies & Consulting
4.2",Grapevine, TX,"Dallas, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
863,Data Analyst,"$30,000.00","$53,000.00",3.60,"Kubota Tractor
3.6",Grapevine, TX,"Grapevine, TX",1001 to 5000 employees,1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
896,Data Analyst,"$98,000.00","$1,14,000.00",,IPro.org,Great Neck, NY,,,,,,,,FALSE
67,Application Data Analyst,"$57,000.00","$1,00,000.00",3.80,"Apex Systems
3.8",Greenwood Village, Arapahoe,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
98,BI Data Analyst,"$57,000.00","$67,000.00",3.80,"Apex Systems
3.8",Greenwood Village, Arapahoe,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
1450,IT Data Analyst,"$49,000.00","$91,000.00",3.50,"Century Communities
3.5",Greenwood Village, Arapahoe,"Greenwood Village, CO",501 to 1000 employees,2002,Company - Public,Construction,"Construction, Repair & Maintenance",$500 million to $1 billion (USD),FALSE
1982,Senior Health Data Analyst,"$57,000.00","$1,00,000.00",3.60,"Telligen
3.6",Greenwood Village, Arapahoe,"West Des Moines, IA",501 to 1000 employees,1972,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),FALSE
243,Data Analyst,"$57,000.00","$1,00,000.00",3.30,"ClientSolv Technologies
3.3",Greenwood Village, Arapahoe,"Greenwood Village, CO",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1009,Data Analyst,"$49,000.00","$91,000.00",4.10,"Collabera
4.1",Greenwood Village, Arapahoe,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
1253,Data Support Analyst,"$57,000.00","$67,000.00",4.10,"Collabera
4.1",Greenwood Village, Arapahoe,"Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
1589,MDG Functional Data Analyst,"$57,000.00","$1,00,000.00",5.00,"Georgia IT Inc.
5.0",Greenwood Village, Arapahoe,"Alpharetta, GA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),FALSE
2196,Tactical Data Link (TDL) Analyst,"$43,000.00","$69,000.00",4.30,"USfalcon
4.3",Hampton, VA,"Cary, NC",201 to 500 employees,1984,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),FALSE
24,Acoustics Data Analyst,"$49,000.00","$1,12,000.00",3.50,"Analytical Mechanics Associates
3.5",Hampton, VA,"Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
247,Configuration Data Analyst,"$43,000.00","$69,000.00",3.50,"Analytical Mechanics Associates
3.5",Hampton, VA,"Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1730,Quality Data Analyst,"$43,000.00","$69,000.00",3.50,"Liberty Source
3.5",Hampton, VA,"Fort Monroe, VA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),FALSE
360,Data Analyst,"$43,000.00","$69,000.00",2.50,"Hampton University
2.5",Hampton, VA,"Hampton, VA",1001 to 5000 employees,1868,College / University,Colleges & Universities,Education,$100 to $500 million (USD),FALSE
363,Data Analyst,"$43,000.00","$69,000.00",5.00,"Staffigo Technical Services, LLC
5.0",Hampton, VA,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
906,Data Analyst,"$43,000.00","$69,000.00",5.00,"Staffigo Technical Services, LLC
5.0",Hampton, VA,"Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
