Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
217,CCPA Data Analyst,"$63,000.00","$1,16,000.00",4,Eastern Metal Recycling,Camden, NJ,"Warrington, United Kingdom",1001 to 5000 employees,,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),FALSE
933,Data Analyst,"$58,000.00","$93,000.00",4,Easton Technical Products,Salt Lake City, UT,"Salt Lake City, UT",201 to 500 employees,,Company - Private,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD),FALSE
2039,SQL Data Analyst,"$51,000.00","$93,000.00",4,Easyfind Company,Arcadia, CA,"Noida, India",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
110,Bilingual Senior Data Analyst,"$55,000.00","$1,01,000.00",4,eBay,Austin, TX,"San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),FALSE
118,Biomedical Data Analyst,"$89,000.00","$1,51,000.00",4,Eclaro,New York, NY,"New York, NY",501 to 1000 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
922,Data Analyst,"$48,000.00","$88,000.00",4,Economic and Community Development Institute,Columbus, OH,"Columbus, OH",1 to 50 employees,,Nonprofit Organization,Lending,Finance,$5 to $10 million (USD),FALSE
923,Data Analyst,"$48,000.00","$88,000.00",4,ECRI,Plymouth Meeting, PA,"Plymouth Meeting, PA",201 to 500 employees,1968,Nonprofit Organization,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
924,Data Analyst,"$44,000.00","$82,000.00",4,eDataForce consulting LLC,Dallas, TX,"Flower Mound, TX",1 to 50 employees,2012,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
926,Data Analyst,"$44,000.00","$78,000.00",4,"Edison Software, Inc.",Denver, CO,"San Jose, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
1738,Sales Data Analyst,"$97,000.00","$1,29,000.00",4,Edmodo,San Mateo, CA,"San Mateo, CA",51 to 200 employees,2008,Company - Private,Education Training Services,Education,$5 to $10 million (USD),FALSE
17,Data Analyst,"$31,000.00","$59,000.00",4,"EDO, Inc.",New York, NY,"Los Angeles, CA",1 to 50 employees,,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1127,Data Intelligence Analyst,"$26,000.00","$47,000.00",4,"EDP World, Inc.",New York, NY,"New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
356,Data Analyst,"$26,000.00","$47,000.00",4,"EDP World, Inc.",New York, NY,"New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
764,Data Analyst,"$37,000.00","$68,000.00",4,"Education Development Center, Inc.",New York, NY,"Waltham, MA",501 to 1000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),FALSE
1337,Epidemiologist Data Analyst,"$37,000.00","$68,000.00",4,Edupoint,Mesa, AZ,"Irvine, CA",1 to 50 employees,,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),FALSE
1343,Epidemiologist Data Analyst,"$37,000.00","$68,000.00",4,Efinancial,Tempe, AZ,"Bellevue, WA",201 to 500 employees,2001,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),FALSE
259,Contract Data Analyst,"$37,000.00","$68,000.00",4,eHealth,Santa Clara, CA,"Santa Clara, CA",1001 to 5000 employees,1997,Company - Public,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),FALSE
490,Data Analyst,"$37,000.00","$68,000.00",4,ektello,New York, NY,"Troy, MI",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
1799,Senior Contract Data Analyst,"$73,000.00","$89,000.00",4,El Hogar del Nino - The Home of the Child,Chicago, IL,,,,,,,,FALSE
1797,Senior Consulting Data Analyst,"$60,000.00","$1,24,000.00",4,Electronic Arts,Los Angeles, CA,"Redwood City, CA",5001 to 10000 employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),FALSE
815,Data Analyst,"$76,000.00","$1,22,000.00",4,Elevate Labs,San Francisco, CA,"San Francisco, CA",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology, / Non-Applicable,FALSE
654,Data Analyst,"$65,000.00","$1,20,000.00",4,Eleven Recruiting - CHURN,Los Angeles, CA,"Los Angeles, CA",1 to 50 employees,,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
236,Clinical Data Analyst,"$99,000.00","$1,78,000.00",4,Eleven Recruiting - CHURN,Los Angeles, CA,,,,,,,,FALSE
624,Data Analyst,"$57,000.00","$1,04,000.00",4,Elever Professional,Los Angeles, CA,"Austin, TX",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1626,Operations Data Analyst,"$99,000.00","$1,78,000.00",4,EmblemHealth,New York, NY,"New York, NY",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),FALSE
1268,Data Visualization Analyst,"$57,000.00","$1,04,000.00",4,EmblemHealth,New York, NY,"New York, NY",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),FALSE
1665,Product Data Analyst,"$82,000.00","$1,16,000.00",4,"EMINENT, INC.",Cerritos, CA,"Williamsville, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
1796,Senior Compliance Data Analyst,"$65,000.00","$1,20,000.00",4,Empire Today,Northlake, IL,"Northlake, IL",1001 to 5000 employees,1959,Company - Private,Other Retail Stores,Retail,$500 million to $1 billion (USD),FALSE
1884,Senior Data Analyst,"$57,000.00","$1,04,000.00",4,Employbridge,Irving, TX,"Atlanta, GA",1001 to 5000 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
1886,Senior Data Analyst,"$99,000.00","$1,78,000.00",4,Enclipse,Oakland, CA,"Minneapolis, MN",51 to 200 employees,,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),FALSE
2135,Senior Data Analyst,"$93,000.00","$1,59,000.00",4,Encore Capital Group,San Diego, CA,"San Diego, CA",5001 to 10000 employees,1953,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),FALSE
556,Data Analyst,"$89,000.00","$1,51,000.00",4,Encore Consulting Services,Houston, TX,"Arlington Heights, IL",1 to 50 employees,,Company - Private,,,$5 to $10 million (USD),FALSE
554,Data Analyst,"$89,000.00","$1,51,000.00",4,Endai,New York, NY,"New York, NY",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
545,Data Analyst,"$1,10,000.00","$1,90,000.00",4,Endpoint Closing,El Segundo, CA,"El Segundo, CA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
945,Data Analyst,"$65,000.00","$1,20,000.00",4,ENERBANK USA,Salt Lake City, UT,"Salt Lake City, UT",1 to 50 employees,,Company - Public,,,$100 to $500 million (USD),FALSE
626,Data Analyst,"$57,000.00","$1,04,000.00",4,enexusglobal,San Jose, CA,,,,,,,,FALSE
1422,HR Data Analyst,"$82,000.00","$1,16,000.00",4,Enjoy,Palo Alto, CA,"Rio de Janeiro, Brazil",501 to 1000 employees,1996,Company - Private,,, / Non-Applicable,FALSE
1783,Senior Business and Data Analyst,"$65,000.00","$1,20,000.00",4,Enjoy Technology,Palo Alto, CA,"Palo Alto, CA",1001 to 5000 employees,2014,Company - Private,Consumer Electronics & Appliances Stores,Retail, / Non-Applicable,TRUE
2246,Web Data Analyst,"$82,000.00","$1,16,000.00",4,Enquero Inc,Milpitas, CA,"Milpitas, CA",501 to 1000 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),FALSE
540,Data Analyst,"$1,10,000.00","$1,90,000.00",4,Enquero Inc,Milpitas, CA,"Milpitas, CA",501 to 1000 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),FALSE
536,Data Analyst,"$1,10,000.00","$1,90,000.00",4,Entera,Houston, TX,"New York, NY",,,Company - Private,Real Estate,Real Estate, / Non-Applicable,FALSE
567,Data Analyst,"$69,000.00","$1,27,000.00",4,Envision Healthcare,Phoenix, AZ,"Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1848,Senior Data Analyst,"$53,000.00","$94,000.00",4,Envision Physician Services,Phoenix, AZ,"Nashville, TN",10000+ employees,,Company - Private,,, / Non-Applicable,FALSE
961,Data Analyst,"$58,000.00","$93,000.00",4,Epikso,South San Francisco, CA,"Pleasant Hill, CA",51 to 200 employees,2015,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
214,Data Analyst,"$45,000.00","$78,000.00",4,Epikso Inc,Foster City, CA,"Pleasant Hill, CA",51 to 200 employees,2015,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
2054,Senior Data Analyst,"$58,000.00","$93,000.00",4,Epiq Systems,Chicago, IL,"New York, NY",5001 to 10000 employees,1988,Company - Private,Legal,Accounting & Legal,$1 to $2 billion (USD),FALSE
399,Data Analyst,"$57,000.00","$1,03,000.00",3.9,Episcopal Health Services Inc.,Far Rockaway, NY,,,,,,,,FALSE
1010,Data Analyst,"$53,000.00","$1,04,000.00",3.9,"Epsilon Systems Solutions, Inc.",Norfolk, VA,"San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),FALSE
1278,Data Warehouse Analyst,"$35,000.00","$42,000.00",3.9,"Epsilon Systems Solutions, Inc.",Norfolk, VA,"San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),FALSE
198,Business Intelligence Analyst,"$42,000.00","$76,000.00",3.9,Equation Staffing,New York, NY,"Calgary, Canada",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
2146,Senior Data Analyst,"$57,000.00","$1,03,000.00",3.9,Equity Methods,Scottsdale, AZ,"Scottsdale, AZ",51 to 200 employees,,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1572,Marketing Data Analyst,"$57,000.00","$67,000.00",3.9,ERGO,New York, NY,"New York, NY",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,TRUE
1145,Data Management Analyst,"$27,000.00","$52,000.00",3.9,Ernst & Young LLP,Chicago, IL,,,,,,,,FALSE
53,Data Analyst,"$37,000.00","$70,000.00",3.9,Ernst & Young LLP,Philadelphia, PA,,,,,,,,FALSE
55,Data Analyst,"$1,13,000.00","$1,32,000.00",3.9,Ernst & Young LLP,San Francisco, CA,,,,,,,,FALSE
598,Data Analyst,"$50,000.00","$86,000.00",3.9,ESP Legal,Los Angeles, CA,,,,,,,,FALSE
1353,Federal - Data Analyst,"$50,000.00","$86,000.00",3.9,Esquire Recruiting,Chicago, IL,"Lincolnshire, IL",1 to 50 employees,2012,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),TRUE
597,Data Analyst,"$50,000.00","$86,000.00",3.9,eTeam Inc.,Charlotte, NC,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1068,Business Data Analyst,"$50,000.00","$86,000.00",3.9,eTeam Inc.,Houston, TX,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1115,Data Governance Analyst,"$54,000.00","$75,000.00",3.9,eTeam Inc.,Irving, TX,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1142,Data Management Analyst,"$50,000.00","$86,000.00",3.9,eTeam Inc.,Irving, TX,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
608,Data Analyst,"$50,000.00","$86,000.00",3.9,eTeam Inc.,Kirkland, WA,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1668,Product Data Analyst,"$60,000.00","$66,000.00",3.9,eTeam Inc.,Mountain View, CA,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
2110,Senior Data Analyst,"$67,000.00","$92,000.00",3.9,eTeam Inc.,New York, NY,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
415,Data Analyst,"$73,000.00","$82,000.00",3.9,eTeam Inc.,New York, NY,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1107,Data Governance Analyst,"$73,000.00","$82,000.00",3.9,eTeam Inc.,Redmond, WA,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
133,Business Analyst,"$67,000.00","$92,000.00",3.9,eTeam Inc.,San Antonio, TX,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
400,Data Analyst,"$60,000.00","$66,000.00",3.9,Eurofins,West Point, PA,"Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),FALSE
755,Data Analyst,"$67,000.00","$92,000.00",3.9,Eurofins,West Point, PA,"Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),FALSE
419,Data Analyst,"$73,000.00","$82,000.00",3.9,EUROFINS SCIENT.,West Point, PA,,,,,,,,FALSE
1684,Quality Data Analyst,"$97,000.00","$1,29,000.00",3.9,Eurofins USA PSS Insourcing Solutions,West Point, PA,,,,,,,,FALSE
1838,Senior Data Analyst,"$67,000.00","$92,000.00",3.9,EVERSANA,New York, NY,"Chicago, IL",1001 to 5000 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, / Non-Applicable,FALSE
1837,Senior Data Analyst,"$73,000.00","$82,000.00",3.9,EVERSANA,New York, NY,"Chicago, IL",1001 to 5000 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, / Non-Applicable,FALSE
43,Data Analyst,"$68,000.00","$87,000.00",3.9,EVMS,Norfolk, VA,"Chennai, India",501 to 1000 employees,1935,Company - Private,Vehicle Dealers,Retail, / Non-Applicable,FALSE
2023,Data Analyst,"$28,000.00","$52,000.00",3.9,"Evolver, Inc.",San Francisco, CA,"Reston, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
2024,Senior Data Analyst,"$46,000.00","$86,000.00",3.9,Exact Sciences Corporation,Redwood City, CA,"Madison, WI",1001 to 5000 employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
988,Data Analyst,"$42,000.00","$66,000.00",3.9,Excite Health Partners,Dallas, TX,"Towson, MD",51 to 200 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
845,Data Analyst,"$1,10,000.00","$1,90,000.00",3.9,Expertise LLC,Los Angeles, CA,"Seattle, WA",1 to 50 employees,,Contract,,, / Non-Applicable,FALSE
2038,SQL Data Analyst,"$24,000.00","$48,000.00",3.9,EY,Chicago, IL,"London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),FALSE
936,Data Analyst,"$37,000.00","$44,000.00",3.9,EY,Philadelphia, PA,"London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),FALSE
1873,Senior Data Analyst,"$51,000.00","$93,000.00",3.9,EY,San Francisco, CA,"London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),FALSE
1199,Data Reporting Analyst,"$41,000.00","$78,000.00",3.9,F5 Networks,Draper, UT,"Seattle, WA",5001 to 10000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),FALSE
983,Data Analyst,"$50,000.00","$86,000.00",3.9,Facebook,Austin, TX,"Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),FALSE
268,CSV Data Validation Analyst,"$82,000.00","$1,16,000.00",3.9,FacilitySource,Chesapeake, VA,"Phoenix, AZ",1001 to 5000 employees,2001,Company - Public,Building & Personnel Services,Business Services,$100 to $500 million (USD),FALSE
1225,Data Science Analyst,"$82,000.00","$1,16,000.00",3.9,Fair Health,New York, NY,"New York, NY",1 to 50 employees,,Nonprofit Organization,,,$10 to $25 million (USD),FALSE
487,Data Analyst,"$37,000.00","$44,000.00",3.9,Fair Health,New York, NY,"New York, NY",1 to 50 employees,,Nonprofit Organization,,,$10 to $25 million (USD),FALSE
2037,SQL Data Analyst,"$37,000.00","$44,000.00",3.9,Fairway Independent Mortgage Corporation,Carrollton, TX,"Madison, WI",5001 to 10000 employees,1996,Company - Private,Lending,Finance,$10+ billion (USD),FALSE
2202,Technical Business/Data Analyst,"$50,000.00","$93,000.00",3.9,FAMILY INVOLVEMENT CENTER,Phoenix, AZ,"Phoenix, AZ",1 to 50 employees,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),FALSE
130,Business Analyst,"$29,000.00","$38,000.00",3.9,FanDuel,New York, NY,"New York, NY",501 to 1000 employees,2009,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),TRUE
263,Cost Data Analyst,"$29,000.00","$38,000.00",3.9,"Fast Switch, LTD",Northbrook, IL,"Dublin, OH",501 to 1000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
244,Compensation and Data Analyst,"$29,000.00","$38,000.00",3.9,Federal Reserve Bank,Dallas, TX,"New York, NY",1001 to 5000 employees,1914,Company - Private,Financial Analytics & Research,Finance,$10+ billion (USD),FALSE
